Subdivision,Year,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,ANNUAL,Jan_Feb,Mar_May,Jun_Sep,Oct_Dec,Cloud_Visibility_Pct,Elevation_m,Max_Temp_C,Flood
Bihar,2000,8.6,14.3,13.6,37.4,89.0,362.2,492.8,490.6,407.2,118.9,96.8,13.6,2145.0,22.9,140.0,1752.8,229.3,49.0,250.0,32.7,1
Odisha,2023,16.0,24.7,16.8,96.7,203.1,609.2,674.0,209.9,266.4,172.9,80.8,24.8,2395.1,40.7,316.5,1759.5,278.4,29.6,30.0,27.2,1
Tamil Nadu,1994,8.9,5.4,33.3,45.5,120.2,374.3,598.1,467.0,122.8,26.4,57.9,13.6,1873.4,14.4,198.9,1562.2,97.9,30.8,80.0,29.7,1
Sub-Himalayan West Bengal,1993,18.4,10.7,25.8,50.0,157.1,425.4,464.3,546.6,245.7,202.6,88.8,9.6,2244.9,29.1,232.8,1682.0,301.0,44.1,500.0,35.5,1
Odisha,1989,15.9,12.0,32.6,58.0,131.0,157.0,384.8,559.4,337.5,168.8,90.6,34.9,1982.4,27.9,221.5,1438.6,294.3,51.9,850.0,30.8,0
Odisha,2006,11.2,15.6,54.3,46.5,129.0,304.1,324.8,603.6,268.8,169.0,18.5,12.5,1957.9,26.8,229.8,1501.3,200.1,45.5,500.0,35.0,0
East Uttar Pradesh,2009,14.3,21.9,33.1,22.6,35.0,512.1,348.7,246.3,171.7,152.3,100.6,9.1,1667.7,36.2,90.8,1278.9,261.9,52.0,250.0,29.5,1
Gujarat Region,2007,18.5,2.6,18.2,72.7,233.6,438.7,531.4,266.8,39.5,198.7,60.4,12.1,1893.2,21.1,324.5,1276.3,271.2,51.6,850.0,36.3,0
Kerala,1983,23.5,18.2,48.0,79.1,249.8,734.5,1042.7,822.7,440.0,178.0,94.0,26.1,3756.5,41.7,376.9,3039.8,298.0,12.0,850.0,30.9,0
Assam & Meghalaya,2004,23.8,19.0,58.3,64.1,238.4,733.5,724.5,482.8,423.9,280.4,163.3,40.6,3252.7,42.9,360.8,2364.8,484.3,23.8,15.0,27.2,1
Assam & Meghalaya,2011,15.8,21.0,21.7,84.3,185.6,654.0,826.2,722.8,356.1,239.2,100.7,25.6,3253.2,36.8,291.6,2559.1,365.6,12.0,500.0,24.5,1
Sub-Himalayan West Bengal,1992,13.8,22.9,0.0,34.7,176.3,195.7,525.9,718.4,257.4,175.6,71.1,17.8,2209.8,36.8,211.0,1697.5,264.5,32.2,30.0,25.7,1
Coastal Karnataka,2020,17.6,19.9,53.2,144.3,278.3,686.9,365.4,686.5,438.4,338.8,102.4,24.9,3156.7,37.5,475.8,2177.3,466.1,32.1,15.0,34.9,1
Gujarat Region,2020,3.4,3.8,31.3,58.4,166.8,238.2,554.8,412.8,161.6,178.7,78.2,5.1,1893.1,7.2,256.5,1367.4,262.0,50.0,15.0,36.1,1
Konkan & Goa,1982,10.2,32.9,59.0,94.4,288.3,414.7,819.9,676.2,539.7,308.6,117.6,22.8,3384.5,43.2,441.7,2450.6,449.0,12.0,500.0,35.6,1
Gangetic West Bengal,1997,11.7,15.0,0.0,88.5,193.3,625.2,371.1,210.1,259.2,173.3,105.8,22.6,2075.8,26.8,281.8,1465.6,301.6,55.6,80.0,36.4,1
Tamil Nadu,2007,9.4,27.7,15.9,49.9,142.1,340.8,616.9,144.8,346.4,219.8,98.5,12.4,2024.6,37.1,207.9,1448.9,330.7,48.7,250.0,26.1,1
Konkan & Goa,2024,15.5,36.4,58.7,93.4,199.6,535.5,715.8,685.1,395.5,310.9,100.8,24.4,3171.5,51.9,351.7,2331.8,436.1,14.3,30.0,24.2,1
Bihar,1997,10.0,20.6,39.2,17.5,158.9,155.0,501.8,455.6,287.4,172.6,71.9,22.5,1912.8,30.6,215.6,1399.8,266.9,49.2,15.0,23.7,1
Tamil Nadu,1982,13.8,20.5,31.6,82.0,116.9,282.9,615.8,373.0,298.6,196.3,98.9,13.8,2144.1,34.3,230.6,1570.2,309.0,45.4,850.0,33.7,0
Odisha,1980,15.0,28.6,0.2,55.9,131.8,296.2,478.3,429.3,323.7,248.9,0.0,24.9,2032.7,43.5,187.8,1527.5,273.8,48.2,80.0,23.4,1
Sub-Himalayan West Bengal,1997,22.0,21.7,35.5,29.8,145.8,335.7,399.1,456.1,182.7,153.4,101.6,13.4,1896.8,43.7,211.1,1373.6,268.4,47.4,30.0,37.0,1
Rayalseema,2015,16.8,14.9,41.7,42.7,208.0,227.2,618.9,482.0,162.6,229.0,51.1,43.2,2138.1,31.7,292.4,1490.7,323.4,38.3,80.0,27.9,1
Konkan & Goa,2021,21.3,19.4,16.4,126.7,238.8,542.1,921.6,638.3,446.3,141.5,97.8,36.5,3246.7,40.7,381.9,2548.4,275.8,12.0,15.0,32.1,1
Bihar,2013,19.6,25.9,23.6,68.4,179.3,417.6,508.8,417.4,248.2,189.3,78.3,13.3,2189.6,45.5,271.3,1591.9,280.9,45.8,30.0,23.6,1
East Uttar Pradesh,2005,9.4,4.0,44.6,46.9,168.4,329.6,584.3,367.4,72.4,152.1,106.3,21.3,1906.8,13.4,260.0,1353.7,279.7,40.4,500.0,31.2,0
Gujarat Region,1991,6.7,29.0,24.1,51.1,91.6,218.0,813.1,495.9,312.2,150.9,0.0,40.3,2232.9,35.7,166.8,1839.1,191.2,35.7,80.0,23.8,0
Tamil Nadu,2002,14.3,8.8,20.8,57.1,198.1,320.7,453.7,197.1,99.5,66.6,54.7,23.2,1514.5,23.1,276.0,1071.0,144.4,52.0,250.0,27.2,0
Konkan & Goa,2015,12.8,6.0,68.3,73.9,319.0,458.9,499.6,701.3,235.7,287.7,68.8,24.3,2756.4,18.8,461.3,1895.4,380.8,27.0,15.0,23.9,1
Bihar,2020,4.8,28.1,12.2,63.9,114.9,359.4,451.6,253.0,274.8,74.2,133.1,8.7,1778.7,32.9,190.9,1338.8,216.0,47.6,250.0,33.3,1
Sub-Himalayan West Bengal,2018,21.4,21.0,23.8,84.2,135.2,358.2,564.2,151.9,214.2,234.8,62.0,25.7,1896.6,42.4,243.2,1288.6,322.4,41.7,250.0,23.7,1
Assam & Meghalaya,1987,30.6,18.9,35.6,87.7,266.5,531.5,858.2,682.6,467.4,260.7,143.3,29.0,3412.1,49.5,389.8,2539.7,433.0,12.0,500.0,27.3,1
Konkan & Goa,2014,22.5,10.1,36.5,120.0,285.8,466.1,836.9,712.1,459.3,242.6,134.2,29.7,3355.8,32.6,442.2,2474.4,406.5,12.0,15.0,32.5,1
Gangetic West Bengal,2013,16.4,28.0,37.5,65.7,161.2,569.7,603.3,455.0,183.5,182.2,68.4,9.9,2380.9,44.5,264.4,1811.5,260.5,38.4,30.0,36.3,1
Kerala,2011,27.4,18.5,66.8,122.1,198.7,732.1,826.6,790.1,528.1,272.6,92.4,12.5,3687.8,45.9,387.6,2876.9,377.4,12.0,500.0,30.1,1
Konkan & Goa,1992,16.4,25.9,35.9,70.0,243.9,646.0,720.9,542.7,347.7,229.7,107.7,26.9,3013.6,42.3,349.8,2257.3,364.3,22.8,850.0,35.2,1
Rayalseema,2018,0.0,1.2,30.5,43.6,138.2,280.6,659.1,375.5,307.5,238.1,84.2,3.7,2162.3,1.2,212.3,1622.8,326.0,44.6,250.0,29.5,1
Bihar,2023,2.9,24.1,12.4,46.1,195.9,329.6,387.3,534.0,410.7,223.1,91.9,36.9,2294.7,27.0,254.3,1661.5,351.9,48.9,80.0,35.0,1
Kerala,1985,17.6,27.7,53.0,80.1,232.8,675.5,798.6,617.4,238.1,149.6,176.0,25.0,3091.5,45.3,365.9,2329.7,350.6,12.0,15.0,36.8,1
Coastal Karnataka,2003,16.6,19.4,19.1,77.4,302.8,667.1,833.2,700.0,347.0,275.0,119.1,12.0,3388.8,36.1,399.3,2547.2,406.2,12.0,850.0,35.5,1
Sub-Himalayan West Bengal,2000,9.3,20.4,38.9,85.5,196.1,236.0,614.6,623.1,118.7,159.9,69.2,6.6,2178.1,29.7,320.4,1592.3,235.6,41.2,80.0,29.4,1
Bihar,1994,6.1,4.0,17.8,76.6,252.6,314.7,435.5,439.0,341.0,152.0,83.0,24.4,2146.7,10.1,347.0,1530.3,259.4,44.3,850.0,33.7,0
East Uttar Pradesh,2003,8.9,25.1,9.4,143.4,225.0,286.3,503.2,380.0,273.3,161.0,107.9,32.3,2155.9,34.1,377.8,1442.8,301.2,40.0,15.0,36.2,1
Sub-Himalayan West Bengal,1998,6.1,10.4,52.0,74.3,106.5,488.6,553.8,603.4,206.6,123.5,80.1,21.4,2326.8,16.5,232.8,1852.4,225.0,30.3,80.0,30.8,1
Tamil Nadu,2005,9.3,23.3,18.5,58.1,180.8,519.9,951.3,165.5,305.9,218.5,83.0,0.0,2534.2,32.6,257.4,1942.6,301.5,21.8,30.0,36.5,1
Bihar,2002,7.4,19.1,12.1,123.1,115.7,345.6,611.5,322.4,241.2,152.8,108.3,2.1,2061.2,26.5,250.9,1520.7,263.1,39.4,250.0,25.7,1
Assam & Meghalaya,2021,16.4,27.1,63.6,64.9,195.7,676.5,835.9,680.5,387.3,280.0,81.0,22.5,3331.3,43.5,324.2,2580.2,383.4,13.9,30.0,25.6,1
Gujarat Region,1991,10.4,16.7,49.4,60.4,185.6,233.0,660.1,460.8,211.3,160.6,52.0,3.3,2103.5,27.1,295.5,1565.1,215.9,36.1,500.0,27.2,1
Kerala,1999,10.6,24.9,58.7,82.9,240.0,425.2,765.5,592.2,473.7,278.1,139.2,15.0,3106.0,35.4,381.6,2256.6,432.3,12.0,15.0,23.1,1
Coastal Karnataka,2005,14.3,15.4,49.3,90.9,254.3,903.9,719.7,588.1,409.5,283.7,128.5,28.0,3485.5,29.7,394.5,2621.2,440.1,12.0,850.0,29.6,1
Tamil Nadu,2009,5.2,5.4,41.3,43.0,129.0,357.7,518.4,443.8,323.3,190.7,44.0,8.3,2110.1,10.6,213.3,1643.2,243.0,45.9,500.0,28.2,1
Assam & Meghalaya,2006,0.0,28.3,47.7,112.5,203.5,568.2,938.4,559.1,444.6,212.3,128.0,33.8,3276.4,28.3,363.7,2510.3,374.1,12.0,850.0,26.6,1
Gangetic West Bengal,2002,7.9,9.9,41.1,99.4,86.8,380.9,389.1,684.2,149.9,215.3,112.3,19.7,2196.4,17.8,227.2,1604.1,347.3,47.2,30.0,26.4,1
Bihar,2005,4.0,21.8,13.1,80.5,142.3,243.8,442.0,493.1,233.4,96.5,52.4,0.0,1822.8,25.7,235.8,1412.4,148.9,52.5,250.0,24.0,1
Kerala,1990,23.6,21.5,45.4,104.6,269.6,552.6,1058.4,390.4,374.7,153.2,83.6,35.0,3112.6,45.1,419.6,2376.1,271.8,12.0,30.0,26.7,1
Coastal Karnataka,2016,2.2,22.1,30.2,63.9,217.5,577.1,753.1,386.3,311.7,323.4,105.5,37.4,2830.5,24.3,311.7,2028.2,466.3,18.6,850.0,35.0,1
Gujarat Region,1983,12.1,13.9,39.1,3.2,140.9,367.7,252.9,473.1,248.9,60.9,57.4,12.9,1682.8,26.0,183.1,1342.5,131.2,59.0,15.0,33.9,1
Odisha,1984,14.0,24.8,0.0,21.7,173.5,355.1,590.3,507.1,203.5,101.4,42.8,33.5,2067.7,38.8,195.2,1656.0,177.7,39.8,30.0,32.3,1
Odisha,1991,4.4,9.2,20.5,40.1,132.5,329.5,560.7,558.9,230.2,159.8,30.8,0.0,2076.5,13.6,193.1,1679.2,190.6,31.3,250.0,34.1,1
Coastal Karnataka,2013,13.8,17.6,53.6,91.2,213.6,476.6,897.2,775.3,401.9,200.1,92.1,30.3,3263.4,31.4,358.4,2551.0,322.5,13.8,30.0,28.7,1
Gangetic West Bengal,1999,22.0,10.5,43.1,34.5,216.8,659.3,610.6,134.4,159.2,161.7,105.4,11.7,2169.3,32.6,294.4,1563.6,278.8,37.8,850.0,30.5,0
Gujarat Region,2004,9.9,13.4,21.0,75.4,173.7,314.7,341.5,386.5,262.7,170.9,49.4,6.2,1825.4,23.3,270.1,1305.5,226.6,59.2,850.0,35.1,0
East Uttar Pradesh,1998,12.6,12.9,33.1,77.2,196.2,254.1,515.7,326.5,338.2,181.4,70.3,5.5,2023.6,25.5,306.5,1434.4,257.1,38.9,250.0,33.3,1
East Uttar Pradesh,2015,7.3,36.0,14.6,39.8,196.1,603.6,333.6,437.0,145.8,224.7,92.3,34.1,2164.9,43.3,250.5,1520.0,351.1,52.9,850.0,32.1,0
Tamil Nadu,2009,5.3,10.1,41.5,52.0,129.0,281.0,313.1,320.1,216.4,130.8,45.7,30.9,1575.9,15.4,222.4,1130.7,207.4,63.1,30.0,32.6,0
Bihar,2019,3.8,19.5,49.7,74.7,231.8,242.1,493.6,330.5,439.9,143.8,87.2,12.8,2129.4,23.3,356.2,1506.1,243.8,44.1,250.0,23.3,1
Assam & Meghalaya,2017,18.5,15.4,56.0,78.8,257.8,378.8,911.2,656.8,484.5,182.8,165.8,31.6,3237.9,33.9,392.6,2431.2,380.2,12.0,500.0,28.2,1
Gangetic West Bengal,1989,0.0,18.7,30.8,15.5,148.7,345.6,457.2,418.7,183.3,131.9,120.4,8.2,1878.9,18.7,195.0,1404.7,260.5,50.5,850.0,26.5,0
Konkan & Goa,2013,1.5,20.4,38.9,74.5,313.0,619.9,880.6,557.7,400.0,260.1,137.3,29.3,3333.3,21.9,426.4,2458.3,426.7,12.0,15.0,32.7,1
Kerala,2004,7.4,21.1,47.5,94.2,350.0,570.8,908.3,800.0,454.0,211.0,111.2,38.0,3613.4,28.5,491.7,2733.0,360.2,12.0,80.0,35.6,1
Gujarat Region,2015,9.4,17.8,5.2,38.6,167.9,258.7,897.1,448.2,360.7,193.7,75.8,13.2,2486.4,27.2,211.8,1964.8,282.7,20.8,30.0,30.6,1
Odisha,2021,0.0,5.5,6.1,78.3,88.5,371.9,639.2,507.8,362.2,153.5,77.0,23.8,2313.8,5.5,172.9,1881.1,254.3,35.3,30.0,29.2,1
Coastal Karnataka,2001,12.7,12.1,62.7,134.4,208.6,606.1,860.9,503.8,505.7,301.0,99.0,27.2,3334.2,24.8,405.8,2476.5,427.2,12.0,80.0,31.9,1
Konkan & Goa,1992,11.1,24.6,34.9,114.9,328.2,484.7,798.5,718.3,255.7,263.8,105.0,37.0,3176.7,35.7,478.1,2257.1,405.8,19.2,30.0,35.9,1
Sub-Himalayan West Bengal,2014,3.5,24.0,43.8,39.0,105.1,200.3,531.9,411.0,207.9,41.6,104.5,25.6,1738.2,27.5,188.0,1351.0,171.7,51.2,850.0,36.3,0
Bihar,2020,5.6,5.3,26.0,63.7,197.7,534.7,430.6,558.8,433.2,178.6,44.1,14.5,2493.0,10.9,287.5,1957.4,237.2,33.2,80.0,31.3,1
Coastal Karnataka,2010,16.6,36.5,43.6,118.1,186.4,561.8,826.3,620.9,385.8,265.4,78.6,28.0,3167.9,53.1,348.1,2394.7,372.0,13.0,15.0,37.0,1
Konkan & Goa,1987,17.9,30.7,40.5,105.8,281.9,528.4,834.9,784.8,447.3,186.6,99.3,26.8,3385.0,48.6,428.2,2595.4,312.8,12.0,15.0,28.6,1
East Uttar Pradesh,2004,14.5,14.3,16.1,64.0,118.1,50.4,623.0,442.0,167.2,168.0,55.3,11.2,1744.0,28.7,198.2,1282.6,234.5,54.9,80.0,34.7,1
Gangetic West Bengal,1995,11.7,3.6,32.0,79.9,137.4,350.6,358.4,580.8,263.6,131.5,70.9,28.6,2049.0,15.3,249.3,1553.4,231.0,60.9,500.0,26.6,0
Rayalseema,2020,10.7,15.9,46.2,74.0,50.1,149.0,166.4,502.4,202.4,141.6,73.4,33.4,1465.6,26.6,170.3,1020.2,248.4,71.7,500.0,35.4,0
Assam & Meghalaya,1988,9.0,40.6,63.4,87.5,201.0,286.7,912.7,621.5,311.9,202.0,78.1,31.2,2845.6,49.6,351.9,2132.8,311.2,12.0,850.0,32.0,1
East Uttar Pradesh,2011,12.6,20.1,23.2,25.7,155.1,298.9,875.3,646.5,503.7,155.7,37.5,7.9,2762.3,32.7,204.0,2324.5,201.1,19.1,15.0,35.7,1
Gujarat Region,2009,13.5,24.1,48.2,47.6,140.1,346.3,634.4,347.2,522.8,171.0,96.9,5.2,2397.4,37.6,235.9,1850.9,273.0,34.1,500.0,25.4,1
Odisha,1989,15.4,12.8,19.7,103.8,179.1,351.7,566.2,644.3,322.5,198.2,62.3,6.4,2482.4,28.2,302.5,1884.7,266.9,21.4,15.0,26.4,1
Tamil Nadu,2012,14.6,0.0,33.3,86.9,126.9,371.2,363.1,415.4,236.6,124.2,70.9,11.4,1854.6,14.6,247.2,1386.3,206.5,56.5,250.0,30.1,1
Coastal Karnataka,1993,5.6,35.5,53.4,59.7,236.2,372.8,870.1,665.2,490.2,298.9,92.8,19.0,3199.4,41.1,349.3,2398.3,410.7,12.0,250.0,27.8,1
Gangetic West Bengal,1982,9.5,2.9,40.1,14.9,146.8,225.6,478.6,608.2,409.3,284.3,80.7,13.7,2314.5,12.4,201.9,1721.6,378.7,43.5,500.0,37.0,1
Tamil Nadu,2000,10.7,15.0,20.0,59.3,48.6,396.8,707.7,465.4,268.3,65.6,93.1,23.1,2173.8,25.7,128.0,1838.3,181.8,24.9,30.0,32.1,1
Bihar,1981,5.2,8.1,25.3,20.1,182.0,364.8,581.2,303.4,292.6,177.1,60.0,11.5,2031.2,13.2,227.4,1542.0,248.6,44.9,30.0,28.2,1
Sub-Himalayan West Bengal,2017,6.7,26.4,39.1,93.9,148.9,195.5,777.6,416.4,341.7,92.3,81.1,22.7,2242.3,33.2,281.9,1731.2,196.1,27.3,500.0,24.0,1
Bihar,1992,15.3,20.7,17.8,70.3,204.3,447.6,280.1,319.2,113.0,125.2,50.9,6.2,1670.6,35.9,292.4,1160.0,182.3,61.9,30.0,25.4,1
Sub-Himalayan West Bengal,2012,17.2,23.1,28.7,49.6,244.6,342.6,773.8,463.0,346.5,175.3,27.1,0.0,2491.5,40.3,322.9,1925.9,202.4,22.8,500.0,27.5,1
Tamil Nadu,1986,16.5,18.9,28.9,86.7,236.7,541.0,560.8,201.9,168.2,216.5,66.8,0.0,2143.1,35.5,352.3,1472.0,283.3,33.8,850.0,36.3,0
Konkan & Goa,2019,20.5,24.3,74.8,100.9,225.5,418.4,734.9,458.1,211.6,271.2,79.7,34.0,2654.1,44.8,401.3,1823.0,385.0,31.3,30.0,34.4,1
Coastal Karnataka,2005,15.6,17.9,25.4,114.4,248.3,499.7,667.2,896.7,424.6,187.0,107.6,31.0,3235.3,33.4,388.1,2488.2,325.6,12.0,30.0,27.1,1
East Uttar Pradesh,2018,9.9,3.4,4.5,37.9,225.6,284.6,626.2,484.0,564.2,141.0,72.6,14.7,2468.7,13.3,268.0,1959.0,228.3,36.0,30.0,32.6,1
East Uttar Pradesh,2004,11.7,18.5,48.9,88.1,66.8,487.1,360.4,293.8,170.7,154.3,98.4,2.3,1801.1,30.2,203.8,1312.0,255.0,52.8,850.0,31.6,0
East Uttar Pradesh,2023,6.1,24.1,40.9,69.3,205.6,316.1,692.8,525.2,208.8,305.8,62.8,24.7,2482.3,30.2,315.8,1742.9,393.3,43.0,80.0,34.8,0
Bihar,2024,8.2,9.8,53.7,90.0,138.1,413.6,482.6,367.0,132.6,157.7,52.3,10.5,1916.1,18.0,281.8,1395.8,220.6,49.8,850.0,24.5,0
Sub-Himalayan West Bengal,2011,5.1,7.4,11.1,85.3,193.8,184.3,720.5,478.4,217.7,143.9,132.4,16.3,2196.2,12.5,290.2,1600.9,292.6,35.5,30.0,31.6,1
Bihar,2010,0.0,9.4,25.8,67.2,129.2,321.4,303.4,791.4,140.3,31.5,101.9,16.6,1938.2,9.4,222.2,1556.5,150.0,52.8,30.0,25.8,1
Sub-Himalayan West Bengal,1988,9.2,2.9,42.7,78.6,109.9,227.7,514.2,474.3,230.4,225.9,77.9,18.9,2012.5,12.1,231.2,1446.5,322.7,47.4,30.0,24.0,1
Konkan & Goa,1980,16.4,20.3,46.5,109.0,246.0,660.6,911.3,642.4,363.4,309.4,155.6,18.0,3498.9,36.7,401.5,2577.7,483.0,12.0,15.0,28.2,1
Tamil Nadu,2016,19.3,16.7,33.7,31.9,256.8,296.8,675.4,584.6,165.1,192.1,86.7,5.6,2364.9,36.1,322.5,1722.0,284.3,33.0,250.0,35.1,1
Odisha,1996,15.6,13.1,44.7,72.8,234.8,287.0,362.6,282.0,386.2,263.2,72.8,27.2,2061.9,28.7,352.3,1317.8,363.2,42.9,30.0,31.4,1
Bihar,2009,10.4,30.2,48.2,34.9,175.5,409.2,778.2,217.2,87.3,213.1,102.4,21.6,2128.4,40.6,258.6,1491.9,337.2,30.2,500.0,26.5,1
Konkan & Goa,1985,20.5,27.4,46.3,114.7,240.7,432.8,561.2,492.5,232.8,275.1,103.8,16.9,2564.8,47.9,401.7,1719.3,395.9,45.1,500.0,23.6,1
East Uttar Pradesh,2016,7.0,20.3,65.6,49.3,170.9,494.4,408.5,406.9,245.9,187.0,53.0,16.0,2125.0,27.3,285.9,1555.8,256.0,57.3,850.0,26.0,0
Kerala,1997,12.6,23.0,21.4,109.3,206.9,543.4,725.3,599.0,305.9,183.4,145.5,29.8,2905.6,35.7,337.6,2173.6,358.7,26.6,250.0,31.3,1
Assam & Meghalaya,1995,8.6,19.6,40.0,63.4,264.1,735.2,813.5,675.0,481.0,239.5,40.9,23.4,3404.2,28.1,367.5,2704.8,303.8,12.0,250.0,33.4,1
Rayalseema,1981,4.6,4.3,21.3,73.9,175.1,593.8,578.1,337.2,207.9,192.7,118.3,14.5,2321.7,8.9,270.3,1716.9,325.5,41.6,500.0,36.1,0
Bihar,2005,4.5,22.3,41.5,61.0,191.2,255.3,539.2,591.0,422.5,147.2,92.2,1.1,2369.3,26.9,293.8,1808.1,240.5,38.3,500.0,30.2,1
Konkan & Goa,2024,14.2,22.3,54.1,112.3,210.7,620.8,946.0,674.1,200.8,220.9,119.9,20.5,3216.5,36.5,377.1,2441.7,361.2,12.0,15.0,33.7,1
Assam & Meghalaya,2009,16.8,29.5,40.7,74.9,274.7,583.8,706.4,629.8,353.6,325.9,116.6,20.4,3173.3,46.4,390.4,2273.7,463.0,28.5,250.0,26.6,1
Assam & Meghalaya,1997,16.3,29.6,53.7,112.3,302.4,683.2,760.2,520.4,552.0,338.2,175.7,34.0,3578.0,45.9,468.4,2515.9,547.9,12.0,15.0,28.0,1
Coastal Karnataka,1997,12.7,29.0,60.8,54.1,282.1,598.3,925.4,683.5,377.5,257.8,24.5,4.0,3309.6,41.7,397.0,2584.7,286.2,12.0,500.0,29.1,1
Kerala,2002,20.7,14.5,48.8,130.0,209.4,581.5,754.4,418.8,380.9,274.9,126.5,21.1,2981.5,35.2,388.2,2135.5,422.5,18.6,30.0,27.1,1
Assam & Meghalaya,1996,19.1,26.1,64.9,75.0,271.1,481.8,800.1,398.9,348.1,291.1,121.0,32.6,2929.8,45.2,411.0,2028.9,444.7,22.1,15.0,23.4,1
Sub-Himalayan West Bengal,2011,12.8,16.3,25.3,52.2,208.8,203.6,173.0,373.8,234.5,174.5,51.5,24.8,1551.0,29.0,286.2,984.9,250.9,69.0,15.0,36.0,0
Coastal Karnataka,2000,3.7,20.3,48.4,66.7,160.0,569.1,751.8,733.3,492.5,297.9,99.6,26.7,3269.9,24.0,275.1,2546.7,424.2,22.3,30.0,28.6,1
Gujarat Region,2012,3.2,18.8,23.4,45.5,181.3,374.6,628.4,350.2,278.2,200.2,9.8,16.6,2130.2,22.0,250.3,1631.3,226.5,55.2,250.0,28.9,1
Tamil Nadu,1991,10.1,13.2,25.8,75.5,160.0,270.5,545.5,551.3,128.2,163.0,66.1,20.2,2029.3,23.3,261.3,1495.4,249.3,35.3,850.0,36.5,0
Coastal Karnataka,2008,17.1,22.7,55.9,97.9,236.8,509.0,897.0,614.4,390.2,235.0,74.5,29.9,3180.4,39.8,390.5,2410.7,339.4,12.0,250.0,32.8,1
East Uttar Pradesh,2001,11.2,0.0,21.0,73.0,247.8,411.0,116.0,441.4,195.1,207.9,122.1,18.6,1865.2,11.2,341.8,1163.5,348.6,70.4,250.0,35.5,0
Assam & Meghalaya,1988,10.5,19.6,42.5,11.0,170.2,397.9,658.2,609.4,446.8,188.4,110.3,14.3,2679.0,30.1,223.7,2112.2,312.9,28.5,500.0,31.4,1
Sub-Himalayan West Bengal,1999,0.0,5.0,32.6,44.4,217.5,384.1,250.6,501.8,370.1,172.9,107.8,0.1,2086.9,5.0,294.5,1506.6,280.8,48.1,250.0,36.8,1
Assam & Meghalaya,1991,9.8,19.2,44.6,146.5,280.6,721.6,813.1,505.3,307.6,136.4,151.1,23.4,3159.3,29.0,471.7,2347.7,310.9,14.7,850.0,29.7,1
Coastal Karnataka,1996,14.5,29.7,39.7,133.7,223.4,616.1,836.1,704.2,410.2,130.2,70.3,33.4,3241.5,44.2,396.8,2566.7,233.9,14.3,850.0,36.0,1
Konkan & Goa,2024,22.5,23.9,34.6,85.3,134.2,677.1,673.3,683.6,376.6,212.7,138.0,41.8,3103.6,46.4,254.2,2410.6,392.5,12.9,15.0,30.3,1
Coastal Karnataka,2014,16.5,28.7,61.7,91.8,221.7,445.3,776.9,538.1,419.8,209.6,140.9,21.9,2972.9,45.1,375.2,2180.1,372.4,15.1,30.0,27.6,1
East Uttar Pradesh,2013,12.2,20.8,22.5,112.4,104.0,443.2,217.2,571.4,237.8,238.7,35.5,15.8,2031.5,33.0,238.9,1469.6,290.0,55.0,15.0,29.4,1
Assam & Meghalaya,2022,16.5,21.8,28.8,97.1,276.8,628.2,971.7,792.6,474.7,161.8,81.3,27.9,3579.2,38.3,402.7,2867.2,271.0,12.0,80.0,28.7,1
Rayalseema,1980,8.1,8.7,26.4,70.3,179.1,288.4,684.4,492.4,244.6,202.2,50.8,3.7,2259.0,16.8,275.7,1709.8,256.7,35.5,500.0,23.6,1
East Uttar Pradesh,1999,11.1,25.8,47.4,86.5,112.1,482.6,589.7,410.4,141.0,146.7,103.4,13.2,2170.1,37.0,246.0,1623.8,263.3,49.0,250.0,34.2,1
Bihar,1986,20.1,22.1,21.7,37.7,80.4,217.4,453.9,361.1,324.2,192.5,51.1,7.3,1789.5,42.2,139.8,1356.6,250.9,46.1,500.0,28.2,0
Gangetic West Bengal,2020,0.3,23.2,14.9,78.9,145.0,201.3,661.7,104.3,285.6,202.9,35.6,22.0,1775.7,23.5,238.8,1252.9,260.4,49.2,500.0,32.4,0
Sub-Himalayan West Bengal,1993,11.4,19.6,30.7,63.1,116.8,274.7,457.5,243.4,321.2,304.0,59.1,23.1,1924.6,31.0,210.6,1296.8,386.2,49.7,80.0,32.6,1
Odisha,1995,9.4,8.0,33.5,27.0,125.4,201.6,552.7,496.5,377.2,228.8,8.2,23.1,2091.5,17.5,185.9,1628.0,260.1,36.7,850.0,34.4,0
Odisha,2013,6.7,18.8,40.0,110.1,175.3,503.8,277.4,475.5,103.8,168.9,63.6,15.1,1958.8,25.5,325.3,1360.5,247.5,51.5,80.0,33.8,1
Tamil Nadu,1984,7.5,10.6,9.2,39.6,247.6,339.9,308.9,171.6,187.8,92.4,64.9,23.0,1503.0,18.1,296.4,1008.2,180.3,68.6,30.0,36.5,1
Rayalseema,1995,15.9,12.0,6.8,73.9,103.2,513.4,729.4,498.7,289.1,57.0,110.5,27.4,2437.5,27.9,183.9,2030.6,195.0,25.4,30.0,35.6,1
Odisha,1981,20.5,9.4,30.8,31.3,253.3,354.1,612.0,656.1,359.8,176.7,40.0,7.8,2551.7,29.9,315.4,1981.9,224.5,26.7,500.0,36.3,1
Gujarat Region,2013,15.5,8.5,19.5,78.7,85.8,134.9,482.2,386.2,237.1,173.1,45.4,2.7,1669.5,24.0,184.0,1240.4,221.1,49.3,80.0,30.1,1
